Accepted scientific name of species ,Common.Name,Vernacular.Name,Growth.Habit,Duration,Group,Source
Sinningia cardinalis (Lehm.) H.E.Moore,"Brazilian Gloxinia, Cardinal Flower, Gloxinia, Helmet Flower",,Bulb,Perennial,Dicot,DG
Sinningia douglasii (Lindl.) Chautems,,,Epiphyte,Perennial,Dicot,DG
Sinningia speciosa (Lodd.) Hiern,"Brazilian Gloxinia, Florist'S Gloxinia, Violet Slipper Gloxinia 'Mixed Hybrids, Noids",,Herb,Perennial,Dicot,NRCS;FOI
Sinningia tubiflora (Hook.) Fritsch,Hardy White Gloxinia,,Herb,Perennial,Dicot,DG
Sisymbrium loeselii L.,Small Tumbleweed Mustard,,Herb,Annual;Biennial,Dicot,NRCS
Sisymbrium officinale (L.) Scop.,Hedge Mustard,,Herb,Annual,Dicot,TRY;NRCS
Sisymbrium volgense M.Bieb. ex E.Fourn.,,,Herb,Perennial,Dicot,FPI
Sisyrinchium palmifolium L.,Palm-Leaf Yellow-Eyed Grass,,Herb,Perennial,Monocot,DG
Sisyrinchium rosulatum E.P.Bicknell,Annual Blue-Eyed Grass,,Herb,Annual;Perennial,Monocot,NRCS
Sixalix atropurpurea (L.) Greuter & Burdet,Sweet scabious,,Herb,Perennial,Dicot,PLANTNET
Smithiantha zebrina (Regel) Kuntze,Temple Bells,,Bulb,Perennial,Dicot,https://plantlust.com/plants/30704/smithiantha-zebrina/;accessed on: 31 May 2020
Solandra grandiflora Sw.,Cup Of Gold,,Vine,Perennial,Dicot,NRCS
Solandra maxima (Sessé & Moc.) P.S.Green,Cup Of Gold Vine,,Shrub;Vine,Perennial,Dicot,DG
Solanum aethiopicum L.,"Bitter Tomato, Ethiopian Eggplant",Khamen Akhaba (mni),Herb,Annual;Perennial,Dicot,TRY;NRCS
Solanum americanum Mill.,American Nightshade,"Chirpoti, Gurkamai, Gurkkamai (hin); Kaagehannina gida, Kaaka maachae (kan); manatakkali, nelen-tsjunda, karimtakkali (mal); kaamoni, lalgooka batooli (mar); kakamaci, bahuphala, bahutikta (san); Irekulicam, Kakachi (tam); Gajuchettu, Kaachi, Kaakamaachi (tel); Ab makoh, Makoh khushk (urd)",Herb,Annual;Perennial,Dicot,TRY;NRCS
Solanum anguivi Lam.,Forest Bitterberry,"Barhanta (hin); Cheruchunda, Putharichunda (mal); Amb-keli (mar); Thoolo Bihin (npi); san Brihati, Simhi (san); Samtawkte (lus)",Shrub,Perennial,Dicot,TRY;NRCS
Solanum asperolanatum Ruiz & Pav.,Bittersweet; Woody Nightshade,Saambalkeerai (tam),Shrub,Perennial,Dicot,DG
Solanum aureitomentosum Bitter,Giant Devil'S Fig ,,Shrub;Tree,Perennial,Dicot,FOI
Solanum barbisetum Nees,,,Herb;Shrub,Perennial,Dicot,FPI
Solanum bonariense L.,,,Herb;Shrub,Perennial,Dicot,FPI
Solanum carolinense L.,Carolina Horsenettle,,Herb;Shrub,Perennial,Dicot,NRCS
Solanum dulcamara L.,Bittersweet Nightshade,,Shrub;Vine,Perennial,Dicot,NRCS
Solanum elaeagnifolium Cav.,Silverleaf Nightshade,,Herb,Perennial,Dicot,TRY;NRCS
Solanum erianthum D.Don,Big Eggplant,"Akra, Ban tamakhu (hin); kadusonde, kallarthi, savudangi (kan); chunta, erichunta, malanjunta (mal); Lam khamen (mni); Kutri (mar); Vidari (ori); gandira, pathi, priyamkari, vidari (san); karimulli, mulkathari, sundai (tam); budama, rasagadi, pittu (tel); Dursool (npi)",Shrub;Tree,Perennial,Dicot,NRCS
Solanum flaccidum Vell.,,,Herb;Vine,Annual;Perennial,Dicot,FPI
Solanum glaucophyllum Desf.,Waxyleaf Nightshade,,Herb;Shrub,Perennial,Dicot,TRY;NRCS
Solanum laxum Spreng.,Potato Vine,Morok lei (mni),Herb;Vine,Perennial,Dicot,TRY;FOI
Solanum mammosum L.,Nipple Fruit,Plastic kathiri (mal),Herb,Annual;Perennial,Dicot,NRCS
Solanum marginatum L.f.,Purple African Nightshade,,Shrub,Perennial,Dicot,NRCS
Solanum mauritianum Scop.,Tree Tobacco,,Shrub,Perennial,Dicot,TRY;NRCS
Solanum myriacanthum Dunal,,,Shrub,Perennial,Dicot,TRY;FPI
Solanum nigrum L.,"Black nightshade, Black-berry night shade, Nightshade, Poisonberry","Leipungkhangga (mni); Manatakkali (tam); Mokoi (hin); Mulaku-thakkali (mal); Kasaka (tel); Kaaki, Ganike (kan); Laghukavali (mar); Makoya (urd); Kaalo Biheen, Kwaai, Jangalee Biheen (npi)",Herb,Annual;Perennial,Dicot,NRCS
Solanum pseudocapsicum L.,Jerusalem Cherry,"Khorsaane Jhaar, Bihee (npi)",Shrub,Perennial,Dicot,TRY;NRCS
Solanum seaforthianum Andrews,Brazilian Nightshade,Balli sunde (kan),Shrub;Vine,Perennial,Dicot,TRY;NRCS
Solanum sisymbriifolium Lam.,Sticky Nightshade,"Swetrangani, Sada kantikari (ben)",Herb,Annual,Dicot,NRCS
Solanum torvum Sw.,Turkey Berry,"Bhurat, Bhankatiya (hin); Sing-khang (mni); Marang (mar); Sundaikkai (tam); Anachunda (mal); Kottuvastu (tel); Chunde, Chittabadane, Kaadu sonde (kan); Tita bagoon (ben); Bhi-tita (asm); Brihati (san); Seto Bihi, Thulo Bihin, Kacher, Bihi (npi); Tawkpui (lus)",Shrub;Tree,Perennial,Dicot,TRY;NRCS
Solanum triquetrum Cav.,Texas Nightshade,,Shrub;Vine,Perennial,Dicot,NRCS
Solanum tuberosum L.,Potato,"Alu (hin); alu (mni); Urulai (tam); Aaloo, Aalugadde, Aaloogedde, Bataata, Bataate (kan)",Herb,Perennial,Dicot,NRCS
Solanum viarum Dunal,Tropical Soda Apple,Athlo (lus),Herb;Shrub,Perennial,Dicot,TRY;NRCS
Solidago canadensis L.,Common Goldenrod,,Herb,Perennial,Dicot,TRY;NRCS
Solidago chilensis Meyen,Anise Goldenrod,,Herb,Perennial,Dicot,FPI
Solidago gigantea Aiton,Giant Goldenrod,,Herb,Perennial,Dicot,NRCS
Solidago nemoralis Aiton,Old Field Goldenrod,,Herb,Perennial,Dicot,NRCS
Soliva anthemifolia (Juss.) Sweet,Button Burrweed,,Herb,Annual,Dicot,TRY;NRCS
Sonchus arvensis L.,Perennial Sow Thistle,,Herb,Perennial,Dicot,TRY;NRCS
Sonchus asper (L.) Hill,Prickly Sow-Thistle,Dudhi (hin); Khomthokpi (mni); Mhatara (mar),Herb,Annual,Dicot,TRY;NRCS
Sonchus oleraceus (L.) L.,Sow Thistle,"Dudhi (hin); Khomthokpi (mni); Dudhe Kaandaa, Chhote Jhaar (npi); Aakadio (raj); Khuanglawi-suak (lus)",Herb,Annual,Dicot,TRY;NRCS
Sonchus wightianus DC.,Wight'S Sow-Thistle,"Ban Palang (bengali); Dudhe, Mulaapaate, Ban Raayo (npi); Khuanglawi (lus)",Herb,Perennial,Dicot,FOI
Sophora davidii (Franch.) Pavol.,David'S Mountain Laurel,,Shrub,Perennial,Dicot,NRCS;MBG
Sophora secundiflora (Ortega) DC.,Texas Mountain Laurel,,Shrub;Tree,Perennial,Dicot,NRCS
Sorbus domestica L.,Service Tree,,Shrub;Tree,Perennial,Dicot,NRCS;https://pfaf.org/user/plant.aspx?LatinName=Sorbus+domestica;accessed on:31 May 2020
Sorghum arundinaceum (Desv.) Stapf,,,Graminoid,Annual,Monocot,NRCS
Sorghum bicolor (L.) Moench,Jowar,Jowar (hin); Jowari (mar); Fai-sa (lus),Graminoid,Annual,Monocot,TRY;NRCS
Sorghum halepense (L.) Pers.,Johnson Grass,"Jowar (ben); baru, chinna, bajara, jangli-jowar (hin); huchhu jola, impi jola, kaadu galagu hullu, kahijola (kan); gaddi janu (tel)",Graminoid,Perennial,Monocot,TRY;NRCS
Sorghum purpureosericeum (A.Rich.) Schweinf. & Asch.,,,Graminoid,Annual,Monocot,TRY;FPI
Sparganium erectum L.,,,Herb,Perennial,Monocot,NRCS
Spartina alterniflora Loisel.,Smooth Cordgrass,,Graminoid,Perennial,Monocot,NRCS
Spergula arvensis L.,Corn Spurry,"Jhyaau Jhaar, Lwaangtaa (npi)",Herb,Annual,Dicot,TRY;NRCS
Spermacoce alata Aubl.,Broad-Leaf Buttonweed,"Daarekaddi, madanaganti (kan); tharthaval, kudalchurukki (mal); paundhi (npi); madanaghanta (san)",Herb,Perennial,Dicot,TRY;NRCS;FOI
Spermacoce articularis L.f.,"Jointed Buttonweed, False Buttonweed","Kharsat shankhlo, madanghanti, madhuri jadi (guj); guthari (hin); madanaganti, tartavalu (kan); tharthaval, kudalchurukki (mal); madanghanti (mar); ganeli jhar (npi); nattai-c-curi (tam); madana (tel)",Herb,Annual,Dicot,FOI
Spermacoce pusilla Wall.,Tiny False Buttonweed,Safed phooli (hin); tarakadal (mar); tsukka-kada (tel),Herb,Annual,Dicot,TRY;FOI
Spermacoce remota Lam.,Woodland False Buttonweed,,Herb,Annual;Perennial,Dicot,NRCS
Spermacoce verticillata L.,Shrubby False Buttonweed,,Herb,Perennial,Dicot,NRCS
Sphaeranthus africanus L.,African Globe Thistle,Mundi (hin),Herb,Perennial,Dicot,FOI
Sphaeranthus senegalensis DC.,,,Herb,Annual,Dicot,FPI
Sphagneticola calendulacea (L.) Pruski,Chinese Wedelia,"Pilabhangara, Bhanra (hin); Pivala-Bhangra (mar); Manjalkarilamkanni, Patalai kayyantakarai (tam); Mannakkannunni (mal); Guntagalagara (tel); Gargari, Kalsarji (kan); Bhimra (ben); Birimgarsi (knn); Pitabhrnga, Pitabhrngarajah (san)",Herb,Perennial,Dicot,FOI
Sphagneticola trilobata (L.) Pruski,Yellow Dots,,Herb,Annual;Perennial,Dicot,TRY;NRCS
Spigelia anthelmia L.,Wormbush,,Herb,Annual;Perennial,Dicot,NRCS
Spiraea cantoniensis Lour.,Reeves' Spirea,,Shrub,Perennial,Dicot,TRY;NRCS
Spiraea japonica L.f.,Japanese Spirea,,Shrub,Perennial,Dicot,NRCS
Spiraea nipponica Maxim.,Snowmound Spirea,,Shrub,Perennial,Dicot,NRCS
Sporobolus africanus (Poir.) Robyns & Tournay,Rat'S Tail Grass,,Graminoid,Perennial,Monocot,NRCS
Sporobolus diandrus (Retz.) P.Beauv.,Tussock Dropseed,,Graminoid,Perennial,Monocot,NRCS
Sprekelia formosissima (L.) Herb.,,,Bulb,Perennial,Monocot,NRCS;EOL
Stachytarpheta cayennensis (Rich.) Vahl,White Porterweed,Tharoi pijup (nmf),Shrub,Perennial,Dicot,NRCS
Stachytarpheta jamaicensis (L.) Vahl,Blue Porterweed,"Kari uttaraani, Kaadu uttaraani (kan); Seemai nayuruvi (tam)",Herb,Annual;Perennial,Dicot,TRY;NRCS
Stachytarpheta mutabilis (Jacq.) Vahl,Pink Snakeweed,,Shrub,Perennial,Dicot,TRY;NRCS
Stachytarpheta urticifolia (Salisb.) Sims,Blue Snakeweed,Kadapananthu (mal),Shrub,Annual;Perennial,Dicot,TRY;NRCS
Stapelia gigantea N.E.Br.,Zulu Giant,,Herb,Perennial,Dicot,NRCS
Stapelia grandiflora Masson,,,Shrub,Perennial,Dicot,FPI
Stellaria media (L.) Vill.,Chickweed,Buch-bucha (hin); Yerum keirum (mni),Herb,Annual;Perennial,Dicot,TRY;NRCS
Stemodia verticillata (Mill.) Hassl.,Whorled Twintip,,Herb,Annual,Dicot,NRCS
Stenocarpus salignus R.Br.,Scrub Beefwood,,Shrub;Tree,Perennial,Dicot,DG
Stenotaphrum secundatum (Walter) Kuntze,Buffalo Grass,,Graminoid,Perennial,Monocot,NRCS
Steriphoma paradoxum (Jacq.) Endl.,,,Herb,Perennial,Dicot,FPI
Stewartia pseudocamellia Maxim.,Japanese Stewartia,,Tree,Perennial,Dicot,DG
Stigmaphyllon ciliatum (Lam.) A.Juss.,"Amazon Vine, Butterfly Vine, Golden Creeper",,Vine,Perennial,Dicot,DG
Stigmaphyllon emarginatum (Cav.) A.Juss.,Monarch Amazonvine,,Vine,Perennial,Dicot,NRCS
Stipagrostis hirtigluma (Steud. ex Trin. & Rupr.) De Winter,Blue Bushman Grass,,Graminoid,Perennial,Monocot,TRY
Stipagrostis plumosa Munro ex T.Anderson,Desert Grass,,Graminoid,Perennial,Monocot,TRY;NRCS
Stokesia laevis (Hill) Greene,Stokes Aster,,Herb,Perennial,Dicot,NRCS
Strelitzia reginae Banks,"Bird-Of-Paradise, Crane Flower ",,Shrub,Perennial,Monocot,NRCS;FOI
Streptosolen jamesonii (Benth.) Miers,Marmalade Bush,,Shrub,Perennial,Dicot,NRCS
Striga gesnerioides (Willd.) Vatke,Purple Witchweed,Missi (hin); Bambaku (mar),Herb,Perennial,Dicot,NRCS
Strobilanthes lanata Nees,,,Vine,Annual,Dicot,DG
Strophanthus gratus (Wall. & Hook.) Baill.,Climbing Oleander,,Vine,Perennial,Dicot,NRCS;FOI
Struchium sparganophorum (L.) Kuntze,Yerba De Faja,,Herb,Annual,Dicot,NRCS
Stuckenia filiformis (Pers.) Börner,Narrow-Leaved Pondweed,,Herb,Perennial,Monocot,NRCS
Stuckenia pectinata (L.) Börner,Fennel Pondweed,Chardal (ori),Herb,Perennial,Monocot,NRCS
Stylosanthes fruticosa (Retz.) Alston,Shrubby Pencil-Flower,"Saillekampa, Saali kampa (tel)",Shrub,Perennial,Dicot,NRCS
Stylosanthes guianensis (Aubl.) Sw.,Brazilian Stylo,,Herb,Perennial,Dicot,NRCS
Stylosanthes hamata (L.) Taub.,Caribbean Stylo,Hamata (mar),Herb,Perennial,Dicot,TRY;NRCS
Stylosanthes humilis Kunth,Caribbean Stylo,,Herb,Perennial,Dicot,TRY;NRCS
Swietenia mahagoni (L.) Jacq.,American Mahogany,Mahogany (kan); Magahani (tam); Mahaa-goni chettu (tel),Tree,Perennial,Dicot,TRY;NRCS
Syagrus romanzoffiana (Cham.) Glassman,Queen Palm,,Tree,Perennial,Monocot,NRCS
Symphyotrichum cordifolium (L.) G.L.Nesom,Blue Wood-Aster,,Herb,Perennial,Dicot,NRCS
Symphyotrichum laeve (L.) Á.Löve & D.Löve,Smooth Aster,,Herb,Perennial,Dicot,NRCS
Symphytum officinale L.,Comfrey,,Herb,Perennial,Dicot,NRCS
Synedrella nodiflora (L.) Gaertn.,Cinderella Weed,Mudiyendra pacha (mal); Hare jhaar (npi),Herb,Annual;Perennial,Dicot,TRY;NRCS
Syzygium jambos (L.) Alston,Rose Apple,"Golapi jamuk, Bangali jarnuk, Boga-jarnuk (asm); Golapjam (bengali); Gulab jamun (hin); Jambu, Pannerale (kan); Malakkachampa (mal); Gulab Jam (mni); Jamb (mar); Gulab jamun (npi); Perunaval (tam); Gulabjama, Jambunaeredu (tel); Sirka Jamun (urd)",Tree,Perennial,Dicot,TRY;NRCS
Tabernaemontana amygdalifolia Jacq.,Eve'S Apple,,Tree,Perennial,Dicot,FPI
Tabernaemontana citrifolia L.,Milkwood,"Chandni, Tagar, Tagari (hin); Nandi battalu, Nanju battalu, Nandyaavarta, Tagara (kan); Par-arsi, Kelte-bengbeh Battalu (lus); Nandiar vattai (tam); Sagar (guj); Ananta, Tagar (mar); Tagar (ben); Nandyaavarta (san) ",Shrub;Tree,Perennial,Dicot,NRCS
Tagetes erecta L.,Marigold,"Genda (hin); Chendu mallige, Seeme shaavantige, Gonde gida, Chendu hoo (kan); Gondephool (knn); Sanarei (mni); Jhenduphool (mar); Sayapatri (npi); Banthi (tel); Derhken (lus)",Herb,Annual,Dicot,TRY;NRCS
Tagetes lucida Cav.,Mexican Tarragon,,Herb,Annual;Perennial,Dicot,NRCS;EOL
Tagetes minuta L.,Wild Marigold,,Herb,Annual,Dicot,TRY;NRCS
Talinum fruticosum (L.) Juss.,Ceylon Spinach,Sambar keerai (tam),Herb;Shrub,Perennial,Dicot,TRY;NRCS
Talinum paniculatum (Jacq.) Gaertn.,Jewels Of Opar,,Herb;Shrub,Perennial,Dicot,TRY;NRCS
Tamarindus indica L.,Tamarind,Chintha chettu (tel),Tree,Perennial,Dicot,TRY;NRCS
Tanacetum cinerariifolium (Trevir.) Sch.Bip.,Dalmatian Chrysanthemum,,Shrub,Perennial,Dicot,NRCS;FOI
Tanacetum parthenium (L.) Sch.Bip.,Feverfew,,Herb,Perennial,Dicot,NRCS
Taraxacum campylodes G.E.Haglund,Common Dandelion,,Herb,Perennial,Dicot,NRCS
"Tarlmounia elliptica (DC.) H.Rob., S.C.Keeley, Skvarla & R.Chan","Curtain creeper, Vernonia creeper",Parda bel (hin),Shrub;Vine,Perennial,Dicot,FOI
Taxillus tomentosus Tiegh.,Hairy Mistletoe,Uppilu (Kannda); kesal bandgul (mar),Shrub,Perennial,Dicot,FOI
Tecoma capensis (Thunb.) Lindl.,Cape Honeysuckle,,Shrub;Vine,Perennial,Dicot,TRY;NRCS
Tecoma stans Griseb.,Yellow Bells,"Piliya (hin); Koranechellar (kan); Sonnapatti (tam); Pachagotla (tel); Chandaprabha (ben); Ghanti ful (mar); Ghata Pushpa, Saawari (npi)",Shrub;Tree,Perennial,Dicot,TRY;NRCS
Tephrosia purpurea (L.) Pers.,Common Tephrosia,Vempali (tel),Shrub,Perennial,Dicot,TRY;NRCS
Teramnus labialis (L.f.) Spreng.,Blue Wiss,"Moosha parna, Kadu uddu (kan); Mashaparni (san); Mashaparni, Anti Mapal (tel); Ran-udid (mar); Mashoni, Mashparui (hin); Cherukattuzhunnu, Kattualandu (mal)",Herb;Vine,Perennial,Dicot,TRY;NRCS
Tetradenia riparia (Hochst.) Codd,Ginger Bush,,Herb;Shrub,Perennial,Dicot,DG
Tetragonia tetragonioides (Pall.) Kuntze,New Zealand Spinach,,Herb;Shrub,Annual;Perennial,Dicot,TRY;NRCS
Teucrium fruticans L.,Shrubby Germander,,Shrub,Perennial,Dicot,NRCS
Thalia geniculata L.,Alligator Flag,,Herb,Perennial,Monocot,NRCS
Thrinax parviflora Sw.,Mountain Thatch Palm,,Tree,Perennial,Monocot,NRCS
Thunbergia alata Bojer ex Sims,Black-Eyed Susan Vine,Karimkanni (mal),Herb;Vine,Perennial,Dicot,TRY;NRCS
Thunbergia erecta (Benth.) T.Anderson,King'S Mantle,,Shrub;Vine,Perennial,Dicot,TRY;NRCS
Thymophylla tenuifolia (Cass.) Rydb.,Bristleleaf Pricklyleaf,,Herb,Perennial,Dicot,FPI
Thymophylla tenuiloba (DC.) Small,Dahlberg Daisy,,Herb,Annual;Perennial,Dicot,NRCS
Thymus serpyllum L.,Breckland Thyme; Wild Thyme,,Herb;Shrub,Perennial,Dicot,TRY;NRCS
Tibouchina urvilleana (DC.) Cogn.,Princess Flower,Begum Bahar (urd),Shrub;Tree,Perennial,Dicot,NRCS
Tithonia diversifolia (Hemsl.) A.Gray,Giant Mexican Sunflower,"Lam numitlei (mni); Kanak gol (mar); Kaande Putalee Phool (npi); Bawngpu-pangpar, Vaivakawnpar (lus)",Herb;Shrub,Annual;Perennial,Dicot,TRY;NRCS
Tithonia rotundifolia (Mill.) S.F.Blake,Mexican Sunflower,Lam numitlei (mni),Herb,Annual;Perennial,Dicot,NRCS
Tococa platyphylla Benth.,,,Herb;Shrub,Annual;Perennial,Dicot,FPI
Torenia fournieri Linden ex E.Fourn.,Wishbone Flower,Pidaamaari (npi),Herb,Annual,Dicot,TRY;NRCS
Torilis japonica (Houtt.) DC.,Upright Hedge Parsley,,Herb,Annual,Dicot,TRY;NRCS
Tradescantia fluminensis Vell.,White Spiderwort,,Herb,Perennial,Monocot,TRY;NRCS
Tradescantia zebrina Bosse,"Striped Wandering Jew, Striped Inch Plant, Silver Inch Plant, Cockroach Grass, Purple Wandering Jew",,Herb,Annual;Perennial,Monocot,NRCS
Tragopogon porrifolius L.,Oysterplant,,Herb,Biennial,Dicot,NRCS
Triadica sebifera (L.) Small,Chicken Tree,,Tree,Perennial,Dicot,TRY;NRCS
Tribulus cistoides L.,False Puncture Vine,,Herb;Vine,Perennial,Dicot,NRCS
Tribulus pentandrus Forssk.,,,Herb,Annual;Biennial,Dicot,EOL
Tribulus terrestris L.,Puncturevine,"Gokshura (asm); gokshura (ben); betha gokharu, gokharu, mitha gokharu (guj); gokhuru (hin); neggilu, nerigilu, sanna neggilu (kan); negalmullu (knn); cheriya-neringil, nerungil, vayalchchulli (mal); gokharu, kate gokharu, gokshura, lahan gokharu, saranta (mar); gokhur (npi); gokhura, gokshura, kantkaphala, palankasha, shardanga, srungatka, swadamshtra, swadu kantaka, trikanta (ori); gokharu, lotak, pakra, phangra (pan); chota gokharu, gokharu (raj); ashvadanshtra, bahukantaka, chaladruma, chanadruma, chitrakantaka, gokhura, gokshura, padanyasa, shvadanshtraka, sthalashrngata, svadukantaka, trikantaka, vanashrngata, vyaghradanshtra, vyaladanshtraka (san); akkilu, akkini, accuram, acuva-tattiram, nerunci (tam); palleru (tel); gokhuru, gokshura (urd)",Herb,Annual,Dicot,TRY;NRCS
Tridax procumbens (L.) L.,Tridax Daisy,Gaddi chamanthi (tel),Herb,Perennial,Dicot,TRY;NRCS
Trifolium alexandrinum L.,Egyptian Clover,Barseem (hin),Herb,Annual,Dicot,TRY;NRCS
Trifolium cernuum Brot.,Drooping Flower Clover,,Herb,Annual,Dicot,NRCS
Trifolium dubium Sibth.,Lesser Hop Trefoil,,Herb,Annual,Dicot,TRY;NRCS
Trifolium fragiferum L.,Strawberry Clover,,Herb,Perennial,Dicot,TRY;NRCS
Trifolium hybridum L.,Alsike Clover,,Herb,Annual;Perennial,Dicot,TRY;NRCS
Trifolium incarnatum L.,Crimson Clover,,Herb,Annual,Dicot,TRY;NRCS
Trifolium pratense L.,Red Clover,Tripatra (hin),Herb,Biennial;Perennial,Dicot,TRY;NRCS
Trifolium repens L.,White Clover,Seto Behuli (npi),Herb,Perennial,Dicot,TRY;NRCS
Trifolium resupinatum L.,Reversed Clover,,Herb,Annual,Dicot,TRY;NRCS
Trifolium subterraneum L.,Subterranean Clover,,Herb,Annual,Dicot,TRY;NRCS
Trifolium tomentosum L.,Woolly Clover,,Herb,Annual,Dicot,TRY;NRCS
Triplaris americana L.,Ant Tree,,Tree,Perennial,Dicot,TRY;DG
Tripsacum laxum Nash,Guatemalan Gamagrass,,Graminoid,Perennial,Monocot,NRCS
Triumfetta rhomboidea Jacq.,Burr Bush,"Bon okra (ben); jhipato (guj); chikti (hin);  Kaadu bende, Katavaani, Jottote (kan); nichardi, thinpudi, tupkati (knn); oorppam (mal); jhinjhardi, jhinjhira, nichardi, thinjhira (mar); baallu kuro (npi); bana bhendi, jatajatia (ori); jhinjhirita (san); kapotam, ketakam, ottu-p-pulu, puramutti (tam); bankatuttara, dekki, chiru sitrika, kusangi, tuthura benda (tel); Dalle Kuro, Jhini Jhitikaa, Kure Paat, Balu Kuro (npi); Semeibawm-suak (lus)",Shrub,Perennial,Dicot,TRY;NRCS
Tropaeolum minus L.,Dwarf Nasturtium,,Herb,Annual,Dicot,NRCS;EOL
Tropaeolum pentaphyllum Lam.,Ladies' Legs,,Vine,Perennial,Dicot,DG
Tropaeolum peregrinum L.,Canary-Creeper,,Vine,Annual;Perennial,Dicot,DG
Turbina corymbosa (L.) Raf.,Christmas Vine,,Herb;Vine,Perennial,Dicot,NRCS
Turnera subulata Sm.,White Alder,,Shrub,Perennial,Dicot,TRY;FOI
Turnera ulmifolia L.,Yellow Alder,"Cheravathali, Chiravathali (mal)",Shrub,Perennial,Dicot,TRY;NRCS
Typha angustifolia L., Lesser Bulrush,"Aapu gida (kan); Jammu (tel); Jungli-bajri, Pan0kanis, Pun, rambejra (mar); Aanapullu, Aattudharbapullu, Chambu, Champu, Payapullu (mal)",Herb,Perennial,Monocot,TRY;NRCS
Typha domingensis Pers.,Lesser Indian Reedmace,"Patera, Pater (hin); Pun, Pan-kanis (mar); Sambu (tam); Dabbu Jambu, Jammu (tel); Apu (kan); Hogla (ben)",Herb,Perennial,Monocot,TRY;NRCS
Ulex europaeus L.,Common Gorse,,Shrub,Perennial,Dicot,TRY;NRCS
Umbilicus rupestris (Salisb.) Dandy,"Navelwort, Penny-Pies, Wall Pennywort",,Herb,Perennial,Dicot,DG
Urena lobata L.,Caesar Weed,Menda chikni (tel); Van-bhendi (mal),Shrub,Perennial,Dicot,TRY;NRCS
Urochloa mosambicensis (Hack.) Dandy,Sabi Grass,,Graminoid,Perennial,Monocot,TRY;NRCS
Urochloa panicoides P.Beauv.,Liveseed Grass,Padhya (mar),Graminoid,Annual,Monocot,TRY;NRCS
Urochondra setulosa (Trin.) C.E.Hubb.,,,Herb,Perennial,Monocot,FPI
Utricularia aurea Lour.,Golden Bladderwort ,Bhaturidala (ori),Herb,Annual;Perennial,Dicot,FOI
Vaccaria hispanica (Mill.) Rauschert,Cow Cockle,Musna (hin),Herb,Annual,Dicot,NRCS
Vachellia caven (Molina) Seigler & Ebinger,Roman Cassie,,Shrub;Tree,Perennial,Dicot,NRCS;EOL
Vachellia karroo (Hayne) Banfi & Galasso,Sweet thorn,,Tree,Perennial,Dicot,POWO;NRCS
Vachellia tortilis (Forssk.) Galasso & Banfi,Umbrella thorn,,Tree,Perennial,Dicot,POWO;NRCS
Vallisneria spiralis L.,Eel Grass,"Jallil, Sawala, sewal, Syala (hin); hasururibbongida, kudarebaladagida (kan); Ising yensum (mni); phiti-chesaivale, seval (mar); calanili, jalanili, valukkuppaci (tam); panchadub, punatsu (tel)",Herb,Perennial,Monocot,TRY;NRCS
Vangueria madagascariensis J.F.Gmel.,Spanish Tamarind,,Shrub;Tree,Perennial,Dicot,NRCS
Verbascum arcturus L., Cretan Bear'S Tail,,Epiphyte,Biennial;Perennial,Dicot,DG
Verbascum thapsus L.,Great Mullein,Bandarpuchhre (npi); Jangli tamak (urd),Herb,Biennial,Dicot,TRY;NRCS
Verbascum virgatum Stokes,Twiggy Mullein,,Herb,Biennial,Dicot,TRY;NRCS
Verbena bonariensis L.,Purpletop Vervain,,Herb,Annual;Biennial;Pernnial,Dicot,TRY;NRCS
Verbena officinalis L.,Vervain,"Bhek Paadee, Pitta Maaree (npi)",Herb,Annual,Dicot,TRY;NRCS
Verbena rigida Spreng.,Slender Vervain,,Herb,Perennial,Dicot,TRY;NRCS
Verbesina encelioides (Cav.) Benth. & Hook.f. ex A.Gray,Golden Crownbeard,,Herb,Annual,Dicot,TRY;NRCS
Vernicia montana Lour.,Wood-oil Tree,,Tree,Perennial,Dicot,NRCS
Vernonia arborescens Pers.,,,Shrub,Perennial,Dicot,EOL
Veronica anagallis-aquatica L.,Water Speedwell,"Sada, sadevi (hin)",Herb,Biennial;Perennial,Dicot,NRCS
Veronica persica Poir.,Persian Speedwell,,Herb,Annual,Dicot,NRCS
Veronica polita Fr.,Grey Field-Speedwell,,Herb,Annual,Dicot,NRCS
Veronica speciosa R.Cunn. ex A.Cunn.,,,Shrub,Perennial,Dicot,NRCS
Veronica wyomingensis (A.Nelson) M.M.Mart.Ort. & Albach,,,Herb,Perennial,Dicot,DG
Vicia hirsuta (L.) Gray,Tiny Vetch,"Jhunjhuni ankari, Masuri, Munmuna (hin)",Herb;Vine,Annual,Dicot,TRY;NRCS
Vicia sativa L.,Common Vetch,"Akra, Akta, Ankra, Matari (hin)",Herb;Vine,Annual,Dicot,TRY;NRCS
Vicia villosa Roth,Hairy Vetch,,Herb;Vine,Annual;Biennial;Pernnial,Dicot,TRY;NRCS
Vigna adenantha (G.Mey.) Marechal & al.,Wild Pea,Kadu hesave (kan); Karalasana (tel); Karalsona (tam),Herb;Vine,Perennial,Dicot,TRY;NRCS
Vigna hosei (Craib) Backer,Sarowak Bean,,Herb;Vine,Perennial,Dicot,NRCS
Vigna trilobata (L.) Verdc.,Wild Gram; Three-Lobe-Leaf Cowpea,"Mungan, Mugani, Mugvan (hin); Pilli Pesalu (tel)",Herb;Vine,Annual;Perennial,Dicot,FOI
