Acc_Species_Name,Class,Order ,Family,Genus,Species,Authority,Invasion.Status,Source
Sida spinosa L.,Magnoliopsida,Malvales,Malvaceae,Sida,spinosa,L.,CA,ILORA_Sp.Categorization.Metadata
Sidastrum micranthum (A.St.-Hil.) Fryxell,Magnoliopsida,Malvales,Malvaceae,Sidastrum,micranthum,(A.St.-Hil.) Fryxell,CA,ILORA_Sp.Categorization.Metadata
Sigesbeckia orientalis L.,Magnoliopsida,Asterales,Asteraceae,Sigesbeckia,orientalis,L.,N,ILORA_Sp.Categorization.Metadata
Silene armeria L.,Magnoliopsida,Caryophyllales,Caryophyllaceae,Silene,armeria,L.,CA,ILORA_Sp.Categorization.Metadata
Silene conoidea L.,Magnoliopsida,Caryophyllales,Caryophyllaceae,Silene,conoidea,L.,N,ILORA_Sp.Categorization.Metadata
Silene coronaria (Desr.) Clairv. ex Rchb.,Magnoliopsida,Caryophyllales,Caryophyllaceae,Silene,coronaria,(Desr.) Clairv. ex Rchb.,Nt,ILORA_Sp.Categorization.Metadata
Silene gallica L.,Magnoliopsida,Caryophyllales,Caryophyllaceae,Silene,gallica,L.,Nt,ILORA_Sp.Categorization.Metadata
Silene latifolia Poir.,Magnoliopsida,Caryophyllales,Caryophyllaceae,Silene,latifolia,Poir.,Nt,ILORA_Sp.Categorization.Metadata
Silene noctiflora L.,Magnoliopsida,Caryophyllales,Caryophyllaceae,Silene,noctiflora,L.,CA,ILORA_Sp.Categorization.Metadata
Silene vulgaris (Moench) Garcke,Magnoliopsida,Caryophyllales,Caryophyllaceae,Silene,vulgaris,(Moench) Garcke,N,ILORA_Sp.Categorization.Metadata
Silybum marianum (L.) Gaertn.,Magnoliopsida,Asterales,Asteraceae,Silybum,marianum,(L.) Gaertn.,N,ILORA_Sp.Categorization.Metadata
Sinapis arvensis L.,Magnoliopsida,Brassicales,Brassicaceae,Sinapis,arvensis,L.,CA,ILORA_Sp.Categorization.Metadata
Sinningia cardinalis (Lehm.) H.E.Moore,Magnoliopsida,Lamiales,Gesneriaceae,Sinningia,cardinalis,(Lehm.) H.E.Moore,CA,ILORA_Sp.Categorization.Metadata
Sinningia douglasii (Lindl.) Chautems,Magnoliopsida,Lamiales,Gesneriaceae,Sinningia,douglasii,(Lindl.) Chautems,CA,ILORA_Sp.Categorization.Metadata
Sinningia speciosa (Lodd.) Hiern,Magnoliopsida,Lamiales,Gesneriaceae,Sinningia,speciosa,(Lodd.) Hiern,CA,ILORA_Sp.Categorization.Metadata
Sinningia tubiflora (Hook.) Fritsch,Magnoliopsida,Lamiales,Gesneriaceae,Sinningia,tubiflora,(Hook.) Fritsch,CA,ILORA_Sp.Categorization.Metadata
Sisymbrium loeselii L.,Magnoliopsida,Brassicales,Brassicaceae,Sisymbrium,loeselii,L.,N,ILORA_Sp.Categorization.Metadata
Sisymbrium officinale (L.) Scop.,Magnoliopsida,Brassicales,Brassicaceae,Sisymbrium,officinale,(L.) Scop.,Nt,ILORA_Sp.Categorization.Metadata
Sisymbrium volgense M.Bieb. ex E.Fourn.,Magnoliopsida,Brassicales,Brassicaceae,Sisymbrium,volgense,M.Bieb. ex E.Fourn.,CA,ILORA_Sp.Categorization.Metadata
Sisyrinchium palmifolium L.,Liliopsida,Asparagales,Iridaceae,Sisyrinchium,palmifolium,L.,CA,ILORA_Sp.Categorization.Metadata
Sisyrinchium rosulatum E.P.Bicknell,Liliopsida,Asparagales,Iridaceae,Sisyrinchium,rosulatum,E.P.Bicknell,CA,ILORA_Sp.Categorization.Metadata
Sixalix atropurpurea (L.) Greuter & Burdet,Magnoliopsida,Dipsacales,Caprifoliaceae,Sixalix,atropurpurea,(L.) Greuter & Burdet,CA,ILORA_Sp.Categorization.Metadata
Smithiantha zebrina (Regel) Kuntze,Magnoliopsida,Lamiales,Gesneriaceae,Smithiantha,zebrina,(Regel) Kuntze,CA,ILORA_Sp.Categorization.Metadata
Solandra grandiflora Sw.,Magnoliopsida, Solanales,Solanaceae,Solandra,grandiflora,Sw.,CA,ILORA_Sp.Categorization.Metadata
Solandra maxima (Sessé & Moc.) P.S.Green,Magnoliopsida, Solanales,Solanaceae,Solandra,maxima,(Sessé & Moc.) P.S.Green,CA,ILORA_Sp.Categorization.Metadata
Solanum aethiopicum L.,Magnoliopsida, Solanales,Solanaceae,Solanum,aethiopicum,L.,In,ILORA_Sp.Categorization.Metadata
Solanum americanum Mill.,Magnoliopsida, Solanales,Solanaceae,Solanum,americanum,Mill.,In,ILORA_Sp.Categorization.Metadata
Solanum anguivi Lam.,Magnoliopsida, Solanales,Solanaceae,Solanum,anguivi,Lam.,Nt,ILORA_Sp.Categorization.Metadata
Solanum asperolanatum Ruiz & Pav.,Magnoliopsida, Solanales,Solanaceae,Solanum,asperolanatum,Ruiz & Pav.,Nt,ILORA_Sp.Categorization.Metadata
Solanum aureitomentosum Bitter,Magnoliopsida, Solanales,Solanaceae,Solanum,aureitomentosum,Bitter,CA,ILORA_Sp.Categorization.Metadata
Solanum barbisetum Nees,Magnoliopsida, Solanales,Solanaceae,Solanum,barbisetum,Nees,N,ILORA_Sp.Categorization.Metadata
Solanum bonariense L.,Magnoliopsida, Solanales,Solanaceae,Solanum,bonariense,L.,CA,ILORA_Sp.Categorization.Metadata
Solanum carolinense L.,Magnoliopsida, Solanales,Solanaceae,Solanum,carolinense,L.,CA,ILORA_Sp.Categorization.Metadata
Solanum dulcamara L.,Magnoliopsida, Solanales,Solanaceae,Solanum,dulcamara,L.,N,ILORA_Sp.Categorization.Metadata
Solanum elaeagnifolium Cav.,Magnoliopsida, Solanales,Solanaceae,Solanum,elaeagnifolium,Cav.,Nt,ILORA_Sp.Categorization.Metadata
Solanum erianthum D.Don,Magnoliopsida, Solanales,Solanaceae,Solanum,erianthum,D.Don,CA,ILORA_Sp.Categorization.Metadata
Solanum flaccidum Vell.,Magnoliopsida, Solanales,Solanaceae,Solanum,flaccidum,Vell.,CA,ILORA_Sp.Categorization.Metadata
Solanum glaucophyllum Desf.,Magnoliopsida, Solanales,Solanaceae,Solanum,glaucophyllum,Desf.,In,ILORA_Sp.Categorization.Metadata
Solanum laxum Spreng.,Magnoliopsida, Solanales,Solanaceae,Solanum,laxum,Spreng.,Nt,ILORA_Sp.Categorization.Metadata
Solanum mammosum L.,Magnoliopsida, Solanales,Solanaceae,Solanum,mammosum,L.,CA,ILORA_Sp.Categorization.Metadata
Solanum marginatum L.f.,Magnoliopsida, Solanales,Solanaceae,Solanum,marginatum,L.f.,CA,ILORA_Sp.Categorization.Metadata
Solanum mauritianum Scop.,Magnoliopsida, Solanales,Solanaceae,Solanum,mauritianum,Scop.,Nt,ILORA_Sp.Categorization.Metadata
Solanum myriacanthum Dunal,Magnoliopsida, Solanales,Solanaceae,Solanum,myriacanthum,Dunal,In,ILORA_Sp.Categorization.Metadata
Solanum nigrum L.,Magnoliopsida, Solanales,Solanaceae,Solanum,nigrum,L.,N,ILORA_Sp.Categorization.Metadata
Solanum pseudocapsicum L.,Magnoliopsida, Solanales,Solanaceae,Solanum,pseudocapsicum,L.,Nt,ILORA_Sp.Categorization.Metadata
Solanum seaforthianum Andrews,Magnoliopsida, Solanales,Solanaceae,Solanum,seaforthianum,Andrews,In,ILORA_Sp.Categorization.Metadata
Solanum sisymbriifolium Lam.,Magnoliopsida, Solanales,Solanaceae,Solanum,sisymbriifolium,Lam.,In,ILORA_Sp.Categorization.Metadata
Solanum torvum Sw.,Magnoliopsida, Solanales,Solanaceae,Solanum,torvum,Sw.,In,ILORA_Sp.Categorization.Metadata
Solanum triquetrum Cav.,Magnoliopsida, Solanales,Solanaceae,Solanum,triquetrum,Cav.,CA,ILORA_Sp.Categorization.Metadata
Solanum tuberosum L.,Magnoliopsida, Solanales,Solanaceae,Solanum,tuberosum,L.,CA,ILORA_Sp.Categorization.Metadata
Solanum viarum Dunal,Magnoliopsida, Solanales,Solanaceae,Solanum,viarum,Dunal,In,ILORA_Sp.Categorization.Metadata
Solidago canadensis L.,Magnoliopsida,Asterales,Asteraceae,Solidago,canadensis,L.,CA,ILORA_Sp.Categorization.Metadata
Solidago chilensis Meyen,Magnoliopsida,Asterales,Asteraceae,Solidago,chilensis,Meyen,Nt,ILORA_Sp.Categorization.Metadata
Solidago gigantea Aiton,Magnoliopsida,Asterales,Asteraceae,Solidago,gigantea,Aiton,CA,ILORA_Sp.Categorization.Metadata
Solidago nemoralis Aiton,Magnoliopsida,Asterales,Asteraceae,Solidago,nemoralis,Aiton,CA,ILORA_Sp.Categorization.Metadata
Soliva anthemifolia (Juss.) Sweet,Magnoliopsida,Asterales,Asteraceae,Soliva,anthemifolia,(Juss.) Sweet,In,ILORA_Sp.Categorization.Metadata
Sonchus arvensis L.,Magnoliopsida,Asterales,Asteraceae,Sonchus,arvensis,L.,In,ILORA_Sp.Categorization.Metadata
Sonchus asper (L.) Hill,Magnoliopsida,Asterales,Asteraceae,Sonchus,asper,(L.) Hill,Nt,ILORA_Sp.Categorization.Metadata
Sonchus oleraceus (L.) L.,Magnoliopsida,Asterales,Asteraceae,Sonchus,oleraceus,(L.) L.,In,ILORA_Sp.Categorization.Metadata
Sonchus wightianus DC.,Magnoliopsida,Asterales,Asteraceae,Sonchus,wightianus,DC.,N,ILORA_Sp.Categorization.Metadata
Sophora davidii (Franch.) Pavol.,Magnoliopsida,Fabales,Fabaceae,Sophora,davidii,(Franch.) Pavol.,CA,ILORA_Sp.Categorization.Metadata
Sophora secundiflora (Ortega) DC.,Magnoliopsida,Fabales,Fabaceae,Sophora,secundiflora,(Ortega) DC.,CA,ILORA_Sp.Categorization.Metadata
Sorbus domestica L.,Magnoliopsida,Rosales,Rosaceae,Sorbus,domestica,L.,CA,ILORA_Sp.Categorization.Metadata
Sorghum arundinaceum (Desv.) Stapf,Liliopsida,Poales,Poaceae,Sorghum,arundinaceum,(Desv.) Stapf,CA,ILORA_Sp.Categorization.Metadata
Sorghum bicolor (L.) Moench,Liliopsida,Poales,Poaceae,Sorghum,bicolor,(L.) Moench,CA,ILORA_Sp.Categorization.Metadata
Sorghum halepense (L.) Pers.,Liliopsida,Poales,Poaceae,Sorghum,halepense,(L.) Pers.,N,ILORA_Sp.Categorization.Metadata
Sorghum purpureosericeum (A.Rich.) Schweinf. & Asch.,Liliopsida,Poales,Poaceae,Sorghum,purpureosericeum,(A.Rich.) Schweinf. & Asch.,N,ILORA_Sp.Categorization.Metadata
Sparganium erectum L.,Liliopsida,Poales,Typhaceae,Sparganium,erectum,L.,CA,ILORA_Sp.Categorization.Metadata
Spartina alterniflora Loisel.,Liliopsida,Poales,Poaceae,Spartina,alterniflora,Loisel.,CA,ILORA_Sp.Categorization.Metadata
Spergula arvensis L.,Magnoliopsida,Caryophyllales,Caryophyllaceae,Spergula,arvensis,L.,In,ILORA_Sp.Categorization.Metadata
Spermacoce alata Aubl.,Magnoliopsida,Gentianales,Rubiaceae,Spermacoce,alata,Aubl.,In,ILORA_Sp.Categorization.Metadata
Spermacoce articularis L.f.,Magnoliopsida,Gentianales,Rubiaceae,Spermacoce,articularis,L.f.,N,ILORA_Sp.Categorization.Metadata
Spermacoce pusilla Wall.,Magnoliopsida,Gentianales,Rubiaceae,Spermacoce,pusilla,Wall.,N,ILORA_Sp.Categorization.Metadata
Spermacoce remota Lam.,Magnoliopsida,Gentianales,Rubiaceae,Spermacoce,remota,Lam.,CA,ILORA_Sp.Categorization.Metadata
Spermacoce verticillata L.,Magnoliopsida,Gentianales,Rubiaceae,Spermacoce,verticillata,L.,CA,ILORA_Sp.Categorization.Metadata
Sphaeranthus africanus L.,Magnoliopsida,Asterales,Asteraceae,Sphaeranthus,africanus,L.,N,ILORA_Sp.Categorization.Metadata
Sphaeranthus senegalensis DC.,Magnoliopsida,Asterales,Asteraceae,Sphaeranthus,senegalensis,DC.,N,ILORA_Sp.Categorization.Metadata
Sphagneticola calendulacea (L.) Pruski,Magnoliopsida,Asterales,Asteraceae,Sphagneticola,calendulacea,(L.) Pruski,N,ILORA_Sp.Categorization.Metadata
Sphagneticola trilobata (L.) Pruski,Magnoliopsida,Asterales,Asteraceae,Sphagneticola,trilobata,(L.) Pruski,In,ILORA_Sp.Categorization.Metadata
Spigelia anthelmia L.,Magnoliopsida,Gentianales,Loganiaceae,Spigelia,anthelmia,L.,CA,ILORA_Sp.Categorization.Metadata
Spiraea cantoniensis Lour.,Magnoliopsida,Rosales,Rosaceae,Spiraea,cantoniensis,Lour.,CA,ILORA_Sp.Categorization.Metadata
Spiraea japonica L.f.,Magnoliopsida,Rosales,Rosaceae,Spiraea,japonica,L.f.,CA,ILORA_Sp.Categorization.Metadata
Spiraea nipponica Maxim.,Magnoliopsida,Rosales,Rosaceae,Spiraea,nipponica,Maxim.,CA,ILORA_Sp.Categorization.Metadata
Sporobolus africanus (Poir.) Robyns & Tournay,Liliopsida,Poales,Poaceae,Sporobolus,africanus,(Poir.) Robyns & Tournay,CA,ILORA_Sp.Categorization.Metadata
Sporobolus diandrus (Retz.) P.Beauv.,Liliopsida,Poales,Poaceae,Sporobolus,diandrus,(Retz.) P.Beauv.,N,ILORA_Sp.Categorization.Metadata
Sprekelia formosissima (L.) Herb.,Liliopsida,Asparagales,Amaryllidaceae,Sprekelia,formosissima,(L.) Herb.,CA,ILORA_Sp.Categorization.Metadata
Stachytarpheta cayennensis (Rich.) Vahl,Magnoliopsida,Lamiales,Verbenaceae,Stachytarpheta,cayennensis,(Rich.) Vahl,In,ILORA_Sp.Categorization.Metadata
Stachytarpheta jamaicensis (L.) Vahl,Magnoliopsida,Lamiales,Verbenaceae,Stachytarpheta,jamaicensis,(L.) Vahl,In,ILORA_Sp.Categorization.Metadata
Stachytarpheta mutabilis (Jacq.) Vahl,Magnoliopsida,Lamiales,Verbenaceae,Stachytarpheta,mutabilis,(Jacq.) Vahl,Nt,ILORA_Sp.Categorization.Metadata
Stachytarpheta urticifolia (Salisb.) Sims,Magnoliopsida,Lamiales,Verbenaceae,Stachytarpheta,urticifolia,(Salisb.) Sims,In,ILORA_Sp.Categorization.Metadata
Stapelia gigantea N.E.Br.,Magnoliopsida,Gentianales,Apocynaceae,Stapelia,gigantea,N.E.Br.,CA,ILORA_Sp.Categorization.Metadata
Stapelia grandiflora Masson,Magnoliopsida,Gentianales,Apocynaceae,Stapelia,grandiflora,Masson,CA,ILORA_Sp.Categorization.Metadata
Stellaria media (L.) Vill.,Magnoliopsida,Caryophyllales,Caryophyllaceae,Stellaria,media,(L.) Vill.,Nt,ILORA_Sp.Categorization.Metadata
Stemodia verticillata (Mill.) Hassl.,Magnoliopsida,Lamiales,Plantaginaceae,Stemodia,verticillata,(Mill.) Hassl.,CA,ILORA_Sp.Categorization.Metadata
Stenocarpus salignus R.Br.,Magnoliopsida,Proteales,Proteaceae,Stenocarpus,salignus,R.Br.,CA,ILORA_Sp.Categorization.Metadata
Stenotaphrum secundatum (Walter) Kuntze,Liliopsida,Poales,Poaceae,Stenotaphrum,secundatum,(Walter) Kuntze,CA,ILORA_Sp.Categorization.Metadata
Steriphoma paradoxum (Jacq.) Endl.,Magnoliopsida,Brassicales,Capparaceae,Steriphoma,paradoxum,(Jacq.) Endl.,CA,ILORA_Sp.Categorization.Metadata
Stewartia pseudocamellia Maxim.,Magnoliopsida,Ericales,Theaceae,Stewartia,pseudocamellia,Maxim.,CA,ILORA_Sp.Categorization.Metadata
Stigmaphyllon ciliatum (Lam.) A.Juss.,Magnoliopsida,Malphighiales,Malpighiaceae,Stigmaphyllon,ciliatum,(Lam.) A.Juss.,CA,ILORA_Sp.Categorization.Metadata
Stigmaphyllon emarginatum (Cav.) A.Juss.,Magnoliopsida,Malphighiales,Malpighiaceae,Stigmaphyllon,emarginatum,(Cav.) A.Juss.,CA,ILORA_Sp.Categorization.Metadata
Stipagrostis hirtigluma (Steud. ex Trin. & Rupr.) De Winter,Liliopsida,Poales,Poaceae,Stipagrostis,hirtigluma,(Steud. ex Trin. & Rupr.) De Winter,Nt,ILORA_Sp.Categorization.Metadata
Stipagrostis plumosa Munro ex T.Anderson,Liliopsida,Poales,Poaceae,Stipagrostis,plumosa,Munro ex T.Anderson,N,ILORA_Sp.Categorization.Metadata
Stokesia laevis (Hill) Greene,Magnoliopsida,Asterales,Asteraceae,Stokesia,laevis,(Hill) Greene,CA,ILORA_Sp.Categorization.Metadata
Strelitzia reginae Banks,Liliopsida,Zingiberales,Strelitziaceae,Strelitzia,reginae,Banks,CA,ILORA_Sp.Categorization.Metadata
Streptosolen jamesonii (Benth.) Miers,Magnoliopsida, Solanales,Solanaceae,Streptosolen,jamesonii,(Benth.) Miers,CA,ILORA_Sp.Categorization.Metadata
Striga gesnerioides (Willd.) Vatke,Magnoliopsida,Lamiales,Orobanchaceae,Striga,gesnerioides,(Willd.) Vatke,N,ILORA_Sp.Categorization.Metadata
Strobilanthes lanata Nees,Magnoliopsida,Lamiales,Acanthaceae,Strobilanthes,lanata,Nees,N,ILORA_Sp.Categorization.Metadata
Strophanthus gratus (Wall. & Hook.) Baill.,Magnoliopsida,Gentianales,Apocynaceae,Strophanthus,gratus,(Wall. & Hook.) Baill.,CA,ILORA_Sp.Categorization.Metadata
Struchium sparganophorum (L.) Kuntze,Magnoliopsida,Asterales,Asteraceae,Struchium,sparganophorum,(L.) Kuntze,CA,ILORA_Sp.Categorization.Metadata
Stuckenia filiformis (Pers.) Börner,Liliopsida,Alismatales,Potamogetonaceae,Stuckenia,filiformis,(Pers.) Börner,CA,ILORA_Sp.Categorization.Metadata
Stuckenia pectinata (L.) Börner,Liliopsida,Alismatales,Potamogetonaceae,Stuckenia,pectinata,(L.) Börner,CA,ILORA_Sp.Categorization.Metadata
Stylosanthes fruticosa (Retz.) Alston,Magnoliopsida,Fabales,Fabaceae,Stylosanthes,fruticosa,(Retz.) Alston,N,ILORA_Sp.Categorization.Metadata
Stylosanthes guianensis (Aubl.) Sw.,Magnoliopsida,Fabales,Fabaceae,Stylosanthes,guianensis,(Aubl.) Sw.,CA,ILORA_Sp.Categorization.Metadata
Stylosanthes hamata (L.) Taub.,Magnoliopsida,Fabales,Fabaceae,Stylosanthes,hamata,(L.) Taub.,In,ILORA_Sp.Categorization.Metadata
Stylosanthes humilis Kunth,Magnoliopsida,Fabales,Fabaceae,Stylosanthes,humilis,Kunth,Nt,ILORA_Sp.Categorization.Metadata
Swietenia mahagoni (L.) Jacq.,Magnoliopsida,Sapindales,Meliaceae,Swietenia,mahagoni,(L.) Jacq.,Nt,ILORA_Sp.Categorization.Metadata
Syagrus romanzoffiana (Cham.) Glassman,Liliopsida,Arecales,Arecaceae,Syagrus,romanzoffiana,(Cham.) Glassman,CA,ILORA_Sp.Categorization.Metadata
Symphyotrichum cordifolium (L.) G.L.Nesom,Magnoliopsida,Asterales,Asteraceae,Symphyotrichum,cordifolium,(L.) G.L.Nesom,CA,ILORA_Sp.Categorization.Metadata
Symphyotrichum laeve (L.) Á.Löve & D.Löve,Magnoliopsida,Asterales,Asteraceae,Symphyotrichum,laeve,(L.) Á.Löve & D.Löve,CA,ILORA_Sp.Categorization.Metadata
Symphytum officinale L.,Magnoliopsida,Boraginales,Boraginaceae,Symphytum,officinale,L.,CA,ILORA_Sp.Categorization.Metadata
Synedrella nodiflora (L.) Gaertn.,Magnoliopsida,Asterales,Asteraceae,Synedrella,nodiflora,(L.) Gaertn.,In,ILORA_Sp.Categorization.Metadata
Syzygium jambos (L.) Alston,Magnoliopsida,Myrtales,Myrtaceae,Syzygium,jambos,(L.) Alston,CA,ILORA_Sp.Categorization.Metadata
Tabernaemontana amygdalifolia Jacq.,Magnoliopsida,Gentianales,Apocynaceae,Tabernaemontana,amygdalifolia,Jacq.,CA,ILORA_Sp.Categorization.Metadata
Tabernaemontana citrifolia L.,Magnoliopsida,Gentianales,Apocynaceae,Tabernaemontana,citrifolia,L.,CG,ILORA_Sp.Categorization.Metadata
Tagetes erecta L.,Magnoliopsida,Asterales,Asteraceae,Tagetes,erecta,L.,CA,ILORA_Sp.Categorization.Metadata
Tagetes lucida Cav.,Magnoliopsida,Asterales,Asteraceae,Tagetes,lucida,Cav.,CA,ILORA_Sp.Categorization.Metadata
Tagetes minuta L.,Magnoliopsida,Asterales,Asteraceae,Tagetes,minuta,L.,In,ILORA_Sp.Categorization.Metadata
Talinum fruticosum (L.) Juss.,Magnoliopsida,Caryophyllales,Talinaceae,Talinum,fruticosum,(L.) Juss.,Nt,ILORA_Sp.Categorization.Metadata
Talinum paniculatum (Jacq.) Gaertn.,Magnoliopsida,Caryophyllales,Talinaceae,Talinum,paniculatum,(Jacq.) Gaertn.,Nt,ILORA_Sp.Categorization.Metadata
Tamarindus indica L.,Magnoliopsida,Fabales,Fabaceae,Tamarindus,indica,L.,CA,ILORA_Sp.Categorization.Metadata
Tanacetum cinerariifolium (Trevir.) Sch.Bip.,Magnoliopsida,Asterales,Asteraceae,Tanacetum,cinerariifolium,(Trevir.) Sch.Bip.,CA,ILORA_Sp.Categorization.Metadata
Tanacetum parthenium (L.) Sch.Bip.,Magnoliopsida,Asterales,Asteraceae,Tanacetum,parthenium,(L.) Sch.Bip.,CA,ILORA_Sp.Categorization.Metadata
Taraxacum campylodes G.E.Haglund,Magnoliopsida,Asterales,Asteraceae,Taraxacum,campylodes,G.E.Haglund,CA,ILORA_Sp.Categorization.Metadata
"Tarlmounia elliptica (DC.) H.Rob., S.C.Keeley, Skvarla & R.Chan",Magnoliopsida,Asterales,Asteraceae,Tarlmounia,elliptica,"(DC.) H.Rob., S.C.Keeley, Skvarla & R.Chan",CA,ILORA_Sp.Categorization.Metadata
Taxillus tomentosus Tiegh.,Magnoliopsida,Santalales,Loranthaceae,Taxillus,tomentosus,Tiegh.,N,ILORA_Sp.Categorization.Metadata
Tecoma capensis (Thunb.) Lindl.,Magnoliopsida,Lamiales,Bignoniaceae,Tecoma,capensis,(Thunb.) Lindl.,Nt,ILORA_Sp.Categorization.Metadata
Tecoma stans Griseb.,Magnoliopsida,Lamiales,Bignoniaceae,Tecoma,stans,Griseb.,In,ILORA_Sp.Categorization.Metadata
Tephrosia purpurea (L.) Pers.,Magnoliopsida,Fabales,Fabaceae,Tephrosia,purpurea,(L.) Pers.,N,ILORA_Sp.Categorization.Metadata
Teramnus labialis (L.f.) Spreng.,Magnoliopsida,Fabales,Fabaceae,Teramnus,labialis,(L.f.) Spreng.,N,ILORA_Sp.Categorization.Metadata
Tetradenia riparia (Hochst.) Codd,Magnoliopsida,Lamiales,Lamiaceae,Tetradenia,riparia,(Hochst.) Codd,CA,ILORA_Sp.Categorization.Metadata
Tetragonia tetragonioides (Pall.) Kuntze,Magnoliopsida,Caryophyllales,Aizoaceae,Tetragonia,tetragonioides,(Pall.) Kuntze,CA,ILORA_Sp.Categorization.Metadata
Teucrium fruticans L.,Magnoliopsida,Lamiales,Lamiaceae,Teucrium,fruticans,L.,CA,ILORA_Sp.Categorization.Metadata
Thalia geniculata L.,Liliopsida,Zingiberales,Marantaceae,Thalia,geniculata,L.,CA,ILORA_Sp.Categorization.Metadata
Thrinax parviflora Sw.,Liliopsida,Arecales,Arecaceae,Thrinax,parviflora,Sw.,CA,ILORA_Sp.Categorization.Metadata
Thunbergia alata Bojer ex Sims,Magnoliopsida,Lamiales,Acanthaceae,Thunbergia,alata,Bojer ex Sims,Nt,ILORA_Sp.Categorization.Metadata
Thunbergia erecta (Benth.) T.Anderson,Magnoliopsida,Lamiales,Acanthaceae,Thunbergia,erecta,(Benth.) T.Anderson,CA,ILORA_Sp.Categorization.Metadata
Thymophylla tenuifolia (Cass.) Rydb.,Magnoliopsida,Asterales,Asteraceae,Thymophylla,tenuifolia,(Cass.) Rydb.,CA,ILORA_Sp.Categorization.Metadata
Thymophylla tenuiloba (DC.) Small,Magnoliopsida,Asterales,Asteraceae,Thymophylla,tenuiloba,(DC.) Small,Nt,ILORA_Sp.Categorization.Metadata
Thymus serpyllum L.,Magnoliopsida,Lamiales,Lamiaceae,Thymus,serpyllum,L.,Nt,ILORA_Sp.Categorization.Metadata
Tibouchina urvilleana (DC.) Cogn.,Magnoliopsida,Myrtales,Melastomataceae,Tibouchina,urvilleana,(DC.) Cogn.,CA,ILORA_Sp.Categorization.Metadata
Tithonia diversifolia (Hemsl.) A.Gray,Magnoliopsida,Asterales,Asteraceae,Tithonia,diversifolia,(Hemsl.) A.Gray,In,ILORA_Sp.Categorization.Metadata
Tithonia rotundifolia (Mill.) S.F.Blake,Magnoliopsida,Asterales,Asteraceae,Tithonia,rotundifolia,(Mill.) S.F.Blake,Nt,ILORA_Sp.Categorization.Metadata
Tococa platyphylla Benth.,Magnoliopsida,Myrtales,Melastomataceae,Tococa,platyphylla,Benth.,CA,ILORA_Sp.Categorization.Metadata
Torenia fournieri Linden ex E.Fourn.,Magnoliopsida,Lamiales,Linderniaceae,Torenia,fournieri,Linden ex E.Fourn.,In,ILORA_Sp.Categorization.Metadata
Torilis japonica (Houtt.) DC.,Magnoliopsida,Apiales ,Apiaceae,Torilis,japonica,(Houtt.) DC.,N,ILORA_Sp.Categorization.Metadata
Tradescantia fluminensis Vell.,Liliopsida,Commelinales,Commelinaceae,Tradescantia,fluminensis,Vell.,CA,ILORA_Sp.Categorization.Metadata
Tradescantia zebrina Bosse,Liliopsida,Commelinales,Commelinaceae,Tradescantia,zebrina,Bosse,CA,ILORA_Sp.Categorization.Metadata
Tragopogon porrifolius L.,Magnoliopsida,Asterales,Asteraceae,Tragopogon,porrifolius,L.,CA,ILORA_Sp.Categorization.Metadata
Triadica sebifera (L.) Small,Magnoliopsida,Malpighiales,Euphorbiaceae,Triadica,sebifera,(L.) Small,In,ILORA_Sp.Categorization.Metadata
Tribulus cistoides L.,Magnoliopsida,Zygophyllales,Zygophyllaceae,Tribulus,cistoides,L.,CA,ILORA_Sp.Categorization.Metadata
Tribulus pentandrus Forssk.,Magnoliopsida,Zygophyllales,Zygophyllaceae,Tribulus,pentandrus,Forssk.,N,ILORA_Sp.Categorization.Metadata
Tribulus terrestris L.,Magnoliopsida,Zygophyllales,Zygophyllaceae,Tribulus,terrestris,L.,In,ILORA_Sp.Categorization.Metadata
Tridax procumbens (L.) L.,Magnoliopsida,Asterales,Asteraceae,Tridax,procumbens,(L.) L.,In,ILORA_Sp.Categorization.Metadata
Trifolium alexandrinum L.,Magnoliopsida,Fabales,Fabaceae,Trifolium,alexandrinum,L.,Nt,ILORA_Sp.Categorization.Metadata
Trifolium cernuum Brot.,Magnoliopsida,Fabales,Fabaceae,Trifolium,cernuum,Brot.,CA,ILORA_Sp.Categorization.Metadata
Trifolium dubium Sibth.,Magnoliopsida,Fabales,Fabaceae,Trifolium,dubium,Sibth.,Nt,ILORA_Sp.Categorization.Metadata
Trifolium fragiferum L.,Magnoliopsida,Fabales,Fabaceae,Trifolium,fragiferum,L.,Nt,ILORA_Sp.Categorization.Metadata
Trifolium hybridum L.,Magnoliopsida,Fabales,Fabaceae,Trifolium,hybridum,L.,Nt,ILORA_Sp.Categorization.Metadata
Trifolium incarnatum L.,Magnoliopsida,Fabales,Fabaceae,Trifolium,incarnatum,L.,Nt,ILORA_Sp.Categorization.Metadata
Trifolium pratense L.,Magnoliopsida,Fabales,Fabaceae,Trifolium,pratense,L.,N,ILORA_Sp.Categorization.Metadata
Trifolium repens L.,Magnoliopsida,Fabales,Fabaceae,Trifolium,repens,L.,CA,ILORA_Sp.Categorization.Metadata
Trifolium resupinatum L.,Magnoliopsida,Fabales,Fabaceae,Trifolium,resupinatum,L.,CA,ILORA_Sp.Categorization.Metadata
Trifolium subterraneum L.,Magnoliopsida,Fabales,Fabaceae,Trifolium,subterraneum,L.,Nt,ILORA_Sp.Categorization.Metadata
